Feedback_ID,Category,Feedback_Text
453,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
454,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
455,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
456,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
457,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
458,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
459,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
460,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
461,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
462,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
463,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
464,Complaint,"Streetlights are not maintained, making roads unsafe at night."
465,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
466,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
467,Complaint,Public parks are not maintained well and are often dirty.
468,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
469,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
470,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
471,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
472,Complaint,"Streetlights are not maintained, making roads unsafe at night."
473,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
474,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
475,Complaint,"Streetlights are not maintained, making roads unsafe at night."
476,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
477,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
478,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
479,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
480,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
481,Complaint,"Streetlights are not maintained, making roads unsafe at night."
482,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
483,Complaint,"Streetlights are not maintained, making roads unsafe at night."
484,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
485,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
486,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
487,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
488,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
489,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
490,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
491,Complaint,"Streetlights are not maintained, making roads unsafe at night."
492,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
493,Complaint,"The water supply is inconsistent, and sometimes we get dirty water."
494,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
495,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
496,Complaint,Public parks are not maintained well and are often dirty.
497,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
498,Complaint,Public parks are not maintained well and are often dirty.
499,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
500,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
501,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
502,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
503,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
504,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
505,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
506,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
507,Complaint,"There is no proper drainage system, leading to frequent waterlogging."
508,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
509,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
510,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
511,Complaint,"Roads in my locality are full of potholes, making commuting very difficult."
512,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
513,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
514,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
515,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
516,Complaint,"Traffic signals in our area are not functioning properly, causing accidents."
517,Complaint,"Government hospitals lack sufficient staff, leading to long waiting times."
518,Complaint,"Public transportation is overcrowded, making travel uncomfortable."
519,Complaint,"Electricity outages happen frequently, and no proper response from authorities."
520,Complaint,"The garbage collection in our area is irregular, causing hygiene issues."
